Date,Gold,Silver,Oil,USD
2006-07-07,631.5,11.42,74.14,84.98
2006-07-08,631.5,11.27,74.14,84.98
2006-07-10,626.0,11.21,72.39,85.5
2006-07-11,630.75,11.03,73.14,85.36
2006-07-12,650.0,11.46,73.04,85.91
2006-07-13,649.5,11.48,75.23,85.79
2006-07-14,663.25,11.57,76.13,86.09
2006-07-15,663.25,11.39,76.13,86.09
2006-07-17,652.5,11.55,75.12,86.96
2006-07-18,645.0,10.93,75.32,87.01
2006-07-19,641.6,10.47,71.62,86.46
2006-07-20,642.5,10.97,72.56,86.22
2006-07-21,634.0,10.83,72.96,85.93
2006-07-22,634.0,10.69,72.96,85.93
2006-07-24,605.7,10.66,72.09,86.34
2006-07-25,618.75,10.84,72.49,86.64
2006-07-26,614.3,10.8,73.76,85.93
2006-07-27,639.0,11.03,75.36,85.87
2006-07-28,637.1,11.24,73.95,85.44
2006-07-29,637.1,11.26,73.95,85.44
2006-07-31,632.5,11.31,74.75,85.3
2006-08-01,637.25,11.29,76.39,85.05
2006-08-02,654.4,11.66,77.63,85.05
2006-08-03,644.4,12.0,76.28,85.02
2006-08-04,652.25,12.0,76.53,84.57
2006-08-05,652.25,12.27,76.53,84.57
2006-08-07,649.75,12.31,77.82,84.75
2006-08-08,646.0,12.18,77.93,84.66
2006-08-09,649.0,11.99,78.26,84.71
2006-08-10,644.75,12.46,75.69,85.08
2006-08-11,644.5,12.16,75.19,85.52
2006-08-12,644.5,11.83,75.19,85.52
2006-08-14,624.6,11.7,73.78,85.64
2006-08-15,625.5,11.93,73.57,85.22
2006-08-16,629.75,12.0,72.67,84.88
2006-08-17,625.5,12.23,70.42,85.04
2006-08-18,613.9,11.85,71.3,85.09
2006-08-19,613.9,11.96,71.3,85.09
2006-08-21,625.0,12.01,72.42,84.63
2006-08-22,622.75,12.25,72.06,85.18
2006-08-23,628.1,12.15,71.12,85.13
2006-08-24,623.75,12.34,71.4,85.28
2006-08-25,621.25,12.24,72.58,85.38
2006-08-26,621.25,12.3,72.58,85.38
2006-08-28,621.25,12.3,69.44,85.23
2006-08-29,613.4,12.0,67.01,84.91
2006-08-30,617.75,12.12,67.15,84.97
2006-08-31,623.5,12.45,67.66,85.05
2006-09-01,621.05,12.77,70.49,84.94
2006-09-02,621.05,12.87,70.49,84.94
2006-09-04,626.75,12.84,68.62,84.94
2006-09-05,637.75,12.93,65.94,85.0
2006-09-06,635.4,12.91,65.41,85.1
2006-09-07,621.5,12.94,64.52,85.53
2006-09-08,610.0,12.46,64.3,85.95
2006-09-09,610.0,12.06,64.3,85.95
2006-09-11,588.0,11.74,62.41,85.92
2006-09-12,590.7,11.2,62.23,85.92
2006-09-13,589.0,10.91,61.28,85.87
2006-09-14,584.4,11.1,60.75,85.66
2006-09-15,573.6,10.64,60.23,85.99
2006-09-16,573.6,10.77,60.23,85.99
2006-09-18,580.5,10.84,61.47,85.81
2006-09-19,583.5,11.03,62.52,85.94
2006-09-20,580.25,10.69,59.09,85.81
2006-09-21,578.75,10.83,59.27,85.18
2006-09-22,589.0,11.11,58.81,85.2
2006-09-25,584.75,11.05,57.89,85.29
2006-09-26,591.0,11.17,58.53,85.63
2006-09-27,593.75,11.38,57.6,85.66
2006-09-28,603.0,11.62,60.68,85.72
2006-09-29,599.25,11.43,59.09,85.97
2006-09-30,599.25,11.36,59.09,85.97
2006-10-02,600.6,11.36,58.8,85.59
2006-10-03,582.25,11.32,56.28,85.71
2006-10-04,573.6,10.74,55.82,85.84
2006-10-05,573.3,10.74,57.93,85.92
2006-10-06,560.75,10.93,56.9,86.44
2006-10-07,560.75,11.05,56.9,86.44
2006-10-09,575.25,11.15,59.25,86.52
2006-10-10,571.4,11.26,57.8,87.02
2006-10-11,574.1,11.05,57.75,87.12
2006-10-12,573.0,11.19,57.87,86.92
2006-10-13,586.1,11.24,58.97,87.12
2006-10-16,595.1,11.54,58.22,87.0
2006-10-17,590.0,11.72,60.13,86.87
2006-10-18,594.0,11.65,58.51,86.88
2006-10-19,597.25,11.64,57.74,86.24
2006-10-20,596.6,11.94,57.94,86.27
2006-10-21,596.6,11.82,57.94,86.27
2006-10-23,582.75,11.68,56.56,86.71
2006-10-24,575.6,11.5,56.56,86.63
2006-10-25,580.75,11.66,58.79,86.38
2006-10-26,596.25,11.8,58.76,85.89
2006-10-27,596.25,12.0,57.99,85.56
2006-10-28,596.25,11.96,57.99,85.56
2006-10-30,608.5,12.04,57.08,85.59
2006-10-31,603.75,11.96,56.13,85.32
2006-11-01,614.1,12.22,56.37,85.32
2006-11-02,620.75,12.3,56.26,85.34
2006-11-03,622.75,12.45,56.55,85.71
2006-11-04,622.75,12.54,56.55,85.71
2006-11-06,626.1,12.5,57.02,85.75
2006-11-07,625.75,12.5,56.99,85.43
2006-11-08,623.2,12.54,57.18,85.41
2006-11-09,625.25,12.4,59.72,85.18
2006-11-10,629.3,12.97,59.18,85.05
2006-11-11,629.3,12.95,59.18,85.05
2006-11-13,623.5,12.95,56.88,85.36
2006-11-14,627.0,12.76,57.9,85.24
2006-11-15,617.75,12.71,57.97,85.34
2006-11-16,624.75,12.81,59.5,85.5
2006-11-17,620.5,12.7,57.01,85.37
2006-11-18,620.5,12.72,57.01,85.37
2006-11-20,625.5,12.75,57.38,85.42
2006-11-21,624.5,12.71,59.53,85.24
2006-11-22,631.8,12.95,58.66,84.65
2006-11-23,630.25,12.98,59.7,84.48
2006-11-24,639.5,13.04,60.72,83.71
2006-11-25,639.5,13.37,60.72,83.71
2006-11-27,638.75,13.38,60.52,83.51
2006-11-28,637.0,13.41,61.22,83.21
2006-11-29,637.5,13.6,62.13,83.44
2006-11-30,646.7,13.48,64.36,82.92
2006-12-01,648.75,13.85,64.74,82.48
2006-12-02,648.75,13.94,64.74,82.48
2006-12-04,646.0,13.93,63.97,82.49
2006-12-05,645.9,13.97,63.65,82.45
2006-12-06,636.0,13.6,63.7,82.77
2006-12-07,627.75,13.45,63.17,82.8
2006-12-08,637.4,13.76,63.67,83.33
2006-12-09,637.4,13.78,63.67,83.33
2006-12-11,626.75,13.59,62.59,83.12
2006-12-12,628.0,13.73,62.58,82.97
2006-12-13,624.0,13.76,61.89,82.97
2006-12-14,627.4,13.7,62.85,83.65
2006-12-15,623.75,13.67,62.91,84.06
2006-12-16,623.75,12.79,62.91,84.06
2006-12-18,614.0,12.8,62.81,83.98
2006-12-19,620.5,12.46,62.19,83.46
2006-12-20,619.25,12.61,63.13,83.52
2006-12-21,620.5,12.41,62.13,83.57
2006-12-22,620.5,12.32,61.92,83.94
2006-12-23,620.5,12.49,61.92,83.94
2006-12-25,620.5,12.49,61.92,83.94
2006-12-26,620.5,12.49,61.92,84.07
2006-12-27,628.5,12.58,60.7,83.94
2006-12-28,632.0,12.68,59.41,83.82
2006-12-29,632.0,12.76,58.96,83.72
2006-12-30,632.0,12.85,58.96,83.72
2007-01-01,632.0,12.85,58.96,83.72
2007-01-02,639.75,12.85,58.49,83.2
2007-01-03,642.6,13.07,56.63,83.92
2007-01-04,628.7,12.53,54.58,84.32
2007-01-05,609.5,12.52,52.82,84.63
2007-01-06,609.5,12.14,52.82,84.63
2007-01-08,609.5,12.05,52.82,84.6
2007-01-09,609.6,12.26,52.38,84.74
2007-01-10,608.4,12.36,52.11,85.08
2007-01-11,612.0,12.26,51.68,85.31
2007-01-12,619.75,12.32,49.95,85.03
2007-01-13,619.75,12.76,49.95,85.03
2007-01-15,627.0,12.77,49.95,85.03
2007-01-16,627.05,12.75,51.28,85.05
2007-01-17,626.5,12.48,51.19,84.98
2007-01-18,635.0,12.74,50.83,84.91
2007-01-19,629.0,12.56,52.29,84.86
2007-01-20,629.0,12.78,52.29,84.86
2007-01-22,639.0,12.75,54.34,85.02
2007-01-23,642.5,12.85,53.93,84.67
2007-01-24,642.1,13.13,55.11,84.94
2007-01-25,651.75,13.13,55.67,85.11
2007-01-26,645.5,13.24,55.29,85.28
2007-01-29,644.75,13.26,54.71,85.1
2007-01-30,645.2,13.06,54.69,85.03
2007-01-31,650.5,13.23,56.52,84.61
2007-02-01,660.2,13.45,56.74,84.63
2007-02-02,645.7,13.53,56.93,84.96
2007-02-03,645.7,13.32,56.93,84.96
2007-02-05,649.4,13.31,58.67,85.08
2007-02-06,653.25,13.42,58.04,84.78
2007-02-07,653.75,13.55,58.35,84.75
2007-02-08,656.0,13.52,57.24,84.7
2007-02-09,664.5,13.7,57.21,84.87
2007-02-10,664.5,13.8,57.21,84.87
2007-02-12,664.55,13.77,55.52,85.15
2007-02-13,667.8,13.62,56.12,84.73
2007-02-14,668.25,13.83,55.05,84.2
2007-02-15,664.75,13.91,54.25,84.01
2007-02-16,665.1,13.88,56.78,84.09
2007-02-17,665.1,13.91,56.78,84.09
2007-02-19,670.75,13.93,56.78,84.09
2007-02-20,663.9,13.9,55.91,84.19
2007-02-21,661.25,13.72,57.74,84.21
2007-02-22,676.6,14.14,58.62,84.32
2007-02-23,683.0,14.15,60.38,84.07
2007-02-24,683.0,14.51,60.38,84.07
2007-02-26,685.75,14.52,60.34,83.93
2007-02-27,676.2,14.61,60.28,83.48
2007-02-28,664.2,14.15,59.39,83.57
2007-03-01,670.4,14.1,61.18,83.68
2007-03-02,651.9,13.54,61.92,83.74
2007-03-03,651.9,12.82,61.92,83.74
2007-03-05,636.75,12.82,59.78,84.15
2007-03-06,643.75,12.69,59.68,84.07
2007-03-07,646.4,12.81,61.13,83.78
2007-03-08,654.25,12.91,60.9,84.1
2007-03-09,652.25,12.88,60.25,84.24
2007-03-10,652.25,12.88,60.25,84.24
2007-03-12,647.75,12.85,60.59,83.86
2007-03-13,650.8,12.91,61.52,83.73
2007-03-14,643.25,12.66,60.89,83.61
2007-03-15,648.5,12.75,60.4,83.68
2007-03-16,653.2,12.93,60.93,83.23
2007-03-17,653.2,13.06,60.93,83.23
2007-03-19,655.0,13.07,60.49,83.39
2007-03-20,659.0,13.1,60.11,83.11
2007-03-21,658.75,13.26,60.18,82.77
2007-03-22,663.0,13.29,61.57,83.09
2007-03-23,656.25,13.31,63.1,83.28
2007-03-24,656.25,13.11,63.1,83.28
2007-03-26,663.0,13.13,64.43,83.08
2007-03-27,664.0,13.29,64.25,83.01
2007-03-28,666.75,13.23,66.15,83.03
2007-03-29,661.0,13.24,67.19,83.09
2007-03-30,661.75,13.21,68.47,82.93
2007-03-31,661.75,13.33,68.47,82.93
2007-04-02,658.25,13.28,68.94,82.87
2007-04-03,664.25,13.21,68.0,83.15
2007-04-04,672.25,13.33,68.09,82.96
2007-04-05,673.5,13.5,69.15,82.68
2007-04-06,673.5,13.5,69.15,82.99
2007-04-07,673.5,13.66,69.15,82.99
2007-04-09,673.5,13.66,69.15,83.1
2007-04-10,677.4,13.71,67.64,82.7
2007-04-11,678.2,13.81,68.6,82.67
2007-04-12,677.25,13.79,67.79,82.37
2007-04-13,681.75,13.77,68.78,82.13
2007-04-14,681.75,14.0,68.78,82.13
2007-04-16,686.5,13.99,67.1,82.07
2007-04-17,688.0,13.95,66.34,81.83
2007-04-18,688.75,13.92,65.09,81.74
2007-04-19,681.9,13.79,66.17,81.64
2007-04-20,691.4,13.64,66.34,81.64
2007-04-21,691.4,13.88,66.34,81.64
2007-04-23,688.7,13.81,66.8,81.74
2007-04-24,688.4,13.88,67.94,81.55
2007-04-25,684.0,13.88,67.44,81.43
2007-04-26,673.0,13.71,67.51,81.75
2007-04-27,677.5,13.19,67.28,81.53
2007-04-28,677.5,13.47,67.28,81.53
2007-04-30,677.0,13.41,67.23,81.45
2007-05-01,673.6,13.34,67.4,81.59
2007-05-02,669.5,13.19,65.57,81.74
2007-05-03,674.2,13.18,64.85,81.95
2007-05-04,688.8,13.31,65.14,81.74
2007-05-05,688.8,13.37,65.14,81.74
2007-05-07,688.8,13.41,62.7,81.68
2007-05-08,684.25,13.41,63.55,81.94
2007-05-09,683.0,13.39,63.5,82.02
2007-05-10,673.5,13.24,64.63,82.29
2007-05-11,669.0,12.92,65.18,82.12
2007-05-14,670.2,13.11,65.86,82.07
2007-05-15,668.25,13.02,66.74,81.75
2007-05-16,667.75,13.09,66.83,82.16
2007-05-17,656.75,12.82,69.08,82.32
2007-05-18,657.0,12.75,69.26,82.2
2007-05-19,657.0,12.88,69.26,82.2
2007-05-21,658.0,12.88,69.51,82.36
2007-05-22,662.0,12.96,70.05,82.39
2007-05-23,662.05,12.84,71.01,82.31
2007-05-24,659.0,12.96,71.96,82.41
2007-05-25,655.3,12.78,70.72,82.33
2007-05-26,655.3,12.91,70.72,82.33
2007-05-28,655.3,12.85,70.72,82.33
2007-05-29,660.15,12.85,69.31,82.31
2007-05-30,652.65,13.08,67.64,82.43
2007-05-31,659.1,13.12,68.18,82.3
2007-06-01,666.5,13.37,68.65,82.32
2007-06-02,666.5,13.62,68.65,82.32
2007-06-04,671.1,13.62,70.9,82.06
2007-06-05,671.5,13.62,71.36,81.89
2007-06-06,669.7,13.64,71.5,81.9
2007-06-07,668.75,13.61,72.36,82.29
2007-06-08,655.25,13.32,70.04,82.69
2007-06-11,650.3,13.02,68.85,82.71
2007-06-12,647.25,13.1,68.56,82.89
2007-06-13,647.65,12.89,69.24,83.03
2007-06-14,653.25,13.01,71.18,83.13
2007-06-15,653.1,13.03,71.63,82.85
2007-06-16,653.1,13.18,71.63,82.85
2007-06-18,656.0,13.2,72.33,82.72
2007-06-19,656.3,13.12,72.17,82.54
2007-06-20,657.7,13.2,70.55,82.52
2007-06-21,650.5,13.08,71.81,82.73
2007-06-22,652.85,13.0,72.04,82.34
2007-06-23,652.85,13.01,72.04,82.34
2007-06-25,650.75,12.93,71.36,82.33
2007-06-26,647.0,12.76,71.41,82.3
2007-06-27,642.1,12.16,71.84,82.32
2007-06-28,647.25,12.24,71.96,82.33
2007-06-29,650.5,12.36,72.22,81.92
2007-06-30,650.5,12.35,72.22,81.92
2007-07-02,654.75,12.35,72.9,81.39
2007-07-03,654.25,12.52,74.26,81.44
2007-07-04,654.15,12.49,74.26,81.44
2007-07-05,651.0,12.54,75.4,81.54
2007-07-06,648.75,12.39,76.58,81.47
2007-07-07,648.75,12.65,76.58,81.47
2007-07-09,661.25,12.62,77.1,81.43
2007-07-10,661.7,12.64,77.88,80.86
2007-07-11,663.0,12.85,77.44,80.73
2007-07-12,667.25,12.82,78.24,80.64
2007-07-13,666.5,13.01,78.12,80.58
2007-07-14,666.5,12.97,78.12,80.58
2007-07-16,666.0,12.96,78.17,80.52
2007-07-17,666.5,12.83,77.59,80.54
2007-07-18,666.75,12.89,78.0,80.42
2007-07-19,674.5,13.1,78.37,80.42
2007-07-20,681.6,13.18,79.09,80.29
2007-07-21,681.6,13.24,79.09,80.29
2007-07-23,682.0,13.25,78.36,80.35
2007-07-24,684.3,13.19,75.88,80.08
2007-07-25,674.75,13.13,75.21,80.65
2007-07-26,670.0,13.03,77.28,80.45
2007-07-27,660.5,12.73,76.58,80.95
2007-07-28,660.5,12.64,76.58,80.95
2007-07-30,661.5,12.61,76.07,80.85
2007-07-31,665.5,12.8,77.01,80.77
2007-08-01,665.75,12.73,77.11,80.87
2007-08-02,666.25,12.85,76.14,80.71
2007-08-03,670.5,12.89,75.36,80.18
2007-08-04,670.5,13.0,75.36,80.18
2007-08-06,671.5,13.0,72.69,80.25
2007-08-07,668.0,12.89,70.42,80.48
2007-08-08,675.5,12.95,70.73,80.34
2007-08-09,662.6,13.01,70.08,80.74
2007-08-10,668.5,12.58,69.57,80.68
2007-08-11,668.5,12.79,69.57,80.68
2007-08-13,668.75,12.7,71.3,81.05
2007-08-14,668.35,12.68,69.29,81.49
2007-08-15,667.25,12.55,71.3,81.82
2007-08-16,662.25,12.41,68.77,81.73
2007-08-17,657.5,11.53,69.8,81.43
2007-08-18,657.5,12.64,69.8,81.43
2007-08-20,659.5,11.7,68.37,81.4
2007-08-21,657.5,11.65,67.88,81.49
2007-08-22,659.5,11.45,67.73,81.25
2007-08-23,660.75,11.64,68.73,81.14
2007-08-24,660.85,11.58,69.49,80.67
2007-08-25,660.85,11.9,69.49,80.67
2007-08-27,660.85,11.83,68.85,80.74
2007-08-28,666.0,11.66,69.66,80.76
2007-08-29,664.25,11.62,70.48,80.7
2007-08-30,666.0,11.76,71.46,80.79
2007-08-31,672.0,11.75,72.29,80.79
2007-09-01,672.0,12.0,72.29,80.79
2007-09-03,672.0,11.98,72.29,80.79
2007-09-04,678.75,11.99,74.22,80.88
2007-09-05,680.25,12.15,74.72,80.62
2007-09-06,688.15,12.12,76.21,80.47
2007-09-07,701.0,12.29,75.08,79.96
2007-09-08,701.0,12.47,75.08,79.96
2007-09-10,703.5,12.44,74.97,79.82
2007-09-11,704.15,12.41,76.23,79.7
2007-09-12,706.0,12.57,77.15,79.36
2007-09-13,704.5,12.48,77.84,79.51
2007-09-14,716.35,12.36,78.27,79.62
2007-09-15,716.35,12.48,78.27,79.62
2007-09-17,719.0,12.46,77.99,79.72
2007-09-18,714.75,12.63,77.0,79.21
2007-09-19,725.15,12.9,78.47,79.3
2007-09-20,734.5,12.9,78.48,78.58
2007-09-21,737.0,13.36,78.91,78.6
2007-09-22,737.0,13.46,78.91,78.6
2007-09-24,730.0,13.4,77.87,78.53
2007-09-25,728.5,13.3,76.82,78.31
2007-09-26,734.75,13.33,76.21,78.49
2007-09-27,731.75,13.27,78.88,78.34
2007-09-28,743.0,13.46,80.97,77.72
2007-09-29,743.0,13.72,80.97,77.72
2007-10-01,742.5,13.72,78.33,77.9
2007-10-02,731.0,13.41,76.87,78.3
2007-10-03,730.25,13.25,77.8,78.57
2007-10-04,725.5,13.11,77.84,78.48
2007-10-05,737.0,13.27,79.05,78.31
2007-10-06,737.0,13.36,79.05,78.31
2007-10-08,733.75,13.24,76.94,78.67
2007-10-09,736.0,13.08,77.82,78.53
2007-10-10,741.25,13.37,77.85,78.38
2007-10-11,749.0,13.47,80.83,78.08
2007-10-12,749.5,13.61,80.82,78.22
2007-10-13,749.5,13.74,80.82,78.22
2007-10-15,758.85,13.75,82.5,78.09
2007-10-16,756.75,13.7,84.43,78.25
2007-10-17,762.5,13.49,85.24,78.12
2007-10-18,764.15,13.52,85.03,77.59
2007-10-19,763.0,13.64,84.25,77.41
2007-10-20,763.0,13.45,84.25,77.41
2007-10-22,751.25,13.26,82.72,78.06
2007-10-23,758.25,13.33,82.31,77.59
2007-10-24,757.5,13.38,83.47,77.55
2007-10-25,767.5,13.45,85.4,77.28
2007-10-26,779.15,13.86,84.71,77.03
2007-10-27,779.15,14.18,84.71,77.03
2007-10-29,788.5,14.16,89.87,76.84
2007-10-30,783.25,14.24,89.87,76.77
2007-10-31,789.5,14.01,89.87,76.48
2007-11-01,790.25,14.3,90.36,76.59
2007-11-02,796.5,13.99,92.11,76.34
2007-11-03,796.5,14.57,92.11,76.34
2007-11-05,804.75,14.4,92.16,76.42
2007-11-06,822.5,14.59,93.99,76.04
2007-11-07,834.5,15.51,94.85,75.41
2007-11-08,841.1,14.98,94.4,75.46
2007-11-09,831.5,15.3,92.32,75.4
2007-11-10,831.5,15.36,92.32,75.4
2007-11-12,803.5,14.99,91.56,75.9
2007-11-13,804.25,14.36,89.09,75.88
2007-11-14,813.5,14.52,90.73,75.81
2007-11-15,794.0,14.83,90.32,76.07
2007-11-16,789.75,14.24,91.99,75.83
2007-11-17,789.75,14.39,91.99,75.83
2007-11-19,778.85,14.38,91.59,75.78
2007-11-20,795.5,13.99,94.13,75.2
2007-11-21,798.0,14.52,94.97,75.07
2007-11-22,803.25,14.26,94.97,75.07
2007-11-23,815.25,14.43,95.33,75.05
2007-11-24,815.25,14.72,95.33,75.05
2007-11-26,830.0,14.52,94.88,74.86
2007-11-27,810.75,14.5,93.23,75.1
2007-11-28,801.75,14.16,91.64,75.08
2007-11-29,794.5,14.22,92.34,75.59
2007-11-30,783.5,13.99,88.71,76.15
2007-12-01,783.5,13.93,88.71,76.15
2007-12-03,784.25,13.8,87.85,75.94
2007-12-04,797.5,13.9,89.97,75.69
2007-12-05,793.0,14.15,90.7,76.41
2007-12-06,801.5,14.0,88.46,76.38
2007-12-07,792.5,14.23,88.46,76.29
2007-12-08,792.5,14.31,88.46,76.29
2007-12-10,809.5,14.15,87.33,76.06
2007-12-11,808.75,14.46,87.77,76.22
2007-12-12,814.0,14.31,91.69,76.14
2007-12-13,800.7,14.43,92.57,76.56
2007-12-14,789.5,13.92,91.86,77.44
2007-12-15,789.5,13.74,91.86,77.44
2007-12-17,790.75,13.63,90.32,77.4
2007-12-18,804.25,13.63,90.71,77.41
2007-12-19,799.75,13.8,90.98,77.59
2007-12-20,795.25,13.89,91.06,77.79
2007-12-21,810.5,14.0,91.03,77.72
2007-12-22,810.5,14.31,91.03,77.72
2007-12-24,810.5,14.13,91.59,77.57
2007-12-25,810.5,14.13,91.59,77.57
2007-12-26,810.5,14.13,91.59,77.15
2007-12-27,829.0,14.45,95.66,76.61
2007-12-28,833.75,14.43,95.92,76.22
2007-12-29,833.75,14.71,95.92,76.22
2007-12-31,833.75,14.62,93.68,76.69
2008-01-01,833.75,14.62,93.68,76.69
2008-01-02,846.75,14.62,97.01,75.97
2008-01-03,858.85,14.97,98.45,75.89
2008-01-04,855.0,15.13,96.87,75.79
2008-01-05,855.0,15.21,96.87,75.79
2008-01-07,859.25,15.02,94.19,76.17
2008-01-08,873.5,15.0,96.37,76.11
2008-01-09,877.0,15.59,96.76,76.42
2008-01-10,884.25,15.49,92.8,75.93
2008-01-11,891.0,15.92,91.86,75.98
2008-01-12,891.0,16.17,91.86,75.98
2008-01-14,902.0,16.07,92.58,75.61
2008-01-15,913.0,16.27,90.87,75.57
2008-01-16,889.75,15.78,88.1,76.26
2008-01-17,888.25,15.6,88.96,76.17
2008-01-18,882.0,15.58,89.66,76.38
2008-01-19,882.0,16.11,89.66,76.38
2008-01-21,871.25,15.86,89.66,76.87
2008-01-22,875.0,15.25,88.11,76.35
2008-01-23,888.25,15.77,87.06,76.4
2008-01-24,909.25,15.82,87.69,75.69
2008-01-25,918.25,16.2,90.96,75.97
2008-01-26,918.25,16.4,90.96,75.97
2008-01-28,921.75,16.4,90.91,75.58
2008-01-29,924.5,16.47,92.49,75.55
2008-01-30,919.0,16.44,92.46,75.03
2008-01-31,923.25,16.54,91.58,75.18
2008-02-01,914.75,16.68,91.41,75.44
2008-02-02,914.75,16.75,91.41,75.44
2008-02-04,893.75,16.6,91.09,75.37
2008-02-05,887.5,16.46,89.6,76.12
2008-02-06,903.0,16.16,88.73,76.14
2008-02-07,899.75,16.32,88.55,76.94
2008-02-08,916.25,16.62,91.45,76.67
2008-02-09,916.25,17.13,91.45,76.67
2008-02-11,918.0,16.96,93.93,76.58
2008-02-12,917.0,17.27,94.28,76.31
2008-02-13,899.0,16.86,93.82,76.4
2008-02-14,906.0,17.16,95.92,76.16
2008-02-15,912.5,17.09,96.96,76.1
2008-02-16,912.5,17.02,96.96,76.1
2008-02-18,903.25,16.89,96.96,76.26
2008-02-19,924.0,16.95,97.03,76.0
2008-02-20,920.0,17.31,97.88,76.12
2008-02-21,945.0,17.64,97.52,75.6
2008-02-22,943.0,17.67,96.07,75.52
2008-02-23,943.0,17.95,96.07,75.52
2008-02-25,937.75,17.86,97.43,75.53
2008-02-26,937.0,17.85,99.05,74.76
2008-02-27,959.5,18.81,98.28,74.21
2008-02-28,959.75,19.0,99.83,73.72
2008-02-29,971.5,19.59,100.9,73.71
2008-03-01,971.5,19.76,100.9,73.71
2008-03-03,988.5,19.76,101.83,73.7
2008-03-04,984.75,20.07,98.6,73.66
2008-03-05,974.5,19.44,100.95,73.48
2008-03-06,976.5,20.6,103.47,73.0
2008-03-07,972.5,20.01,104.66,73.03
2008-03-08,972.5,20.09,104.66,73.03
2008-03-10,969.25,20.03,105.33,72.99
2008-03-11,970.0,19.43,106.78,73.28
2008-03-12,975.5,19.43,107.99,72.4
2008-03-13,995.0,20.02,109.18,72.07
2008-03-14,1003.5,20.36,109.16,71.66
2008-03-15,1003.5,20.61,109.16,71.66
2008-03-17,1011.25,20.86,104.41,71.46
2008-03-18,1006.75,19.82,105.35,71.57
2008-03-19,958.5,19.29,102.65,72.14
2008-03-20,925.75,17.81,99.78,72.75
2008-03-21,925.75,17.81,99.78,72.75
2008-03-22,925.75,17.16,99.78,72.75
2008-03-24,925.75,17.16,100.93,72.95
2008-03-25,926.75,17.05,99.91,72.28
2008-03-26,946.75,17.71,102.83,71.51
2008-03-27,946.75,18.15,103.89,71.66
2008-03-28,934.25,18.05,102.68,71.68
2008-03-29,934.25,17.84,102.68,71.68
2008-03-31,933.5,17.64,102.33,71.8
2008-04-01,887.75,16.79,98.69,72.56
2008-04-02,890.0,16.66,98.85,72.26
2008-04-03,896.5,17.08,102.31,72.22
2008-04-04,905.5,17.13,102.21,72.02
2008-04-05,905.5,17.7,102.21,72.02
2008-04-07,926.5,17.69,105.98,72.2
2008-04-08,915.0,17.84,105.05,72.23
2008-04-09,917.0,17.47,107.46,71.83
2008-04-10,928.0,17.99,107.37,72.12
2008-04-11,927.75,17.7,107.15,71.81
2008-04-12,927.75,17.7,107.15,71.81
2008-04-14,926.5,17.17,108.32,71.88
2008-04-15,929.75,17.58,110.84,72.02
2008-04-16,945.0,17.65,110.95,71.41
2008-04-17,946.0,18.17,111.34,71.68
2008-04-18,908.75,18.14,110.67,72.01
2008-04-19,908.75,17.8,110.67,72.01
2008-04-21,918.5,17.67,111.35,71.65
2008-04-22,918.0,17.25,113.54,71.33
2008-04-23,898.5,17.53,115.34,71.82
2008-04-24,895.5,16.92,114.85,72.53
2008-04-25,891.5,16.92,116.62,72.79
2008-04-26,891.5,16.66,116.62,72.79
2008-04-28,890.5,16.72,115.7,72.79
2008-04-29,880.0,16.72,113.86,72.89
2008-04-30,871.0,16.3,111.12,72.51
2008-05-01,853.0,16.65,107.3,73.28
2008-05-02,853.5,15.96,111.92,73.5
2008-05-03,853.5,16.32,111.92,73.5
2008-05-05,853.5,16.36,115.68,73.19
2008-05-06,880.0,16.56,119.88,73.0
2008-05-07,868.25,16.6,120.27,73.51
2008-05-08,877.0,16.37,119.85,73.48
2008-05-09,876.0,16.73,123.54,73.05
2008-05-10,876.0,16.73,123.54,73.05
2008-05-12,883.5,16.59,122.89,72.95
2008-05-13,865.0,16.93,123.11,73.27
2008-05-14,866.5,16.46,121.18,73.4
2008-05-15,881.25,16.36,122.76,73.35
2008-05-16,897.0,16.55,122.98,72.84
2008-05-17,897.0,16.89,122.98,72.84
2008-05-19,906.5,16.88,122.19,73.05
2008-05-20,914.5,16.85,124.12,72.41
2008-05-21,923.0,17.44,127.28,71.94
2008-05-22,922.75,17.85,129.04,72.28
2008-05-23,927.5,17.74,129.72,71.89
2008-05-24,927.5,18.11,129.72,71.89
2008-05-26,927.5,17.99,129.72,71.89
2008-05-27,906.75,18.02,128.92,72.34
2008-05-28,902.5,17.21,128.93,72.55
2008-05-29,883.0,17.17,129.33,73.02
2008-05-30,885.75,16.4,127.85,72.88
2008-05-31,885.75,16.79,127.85,72.88
2008-06-02,888.25,16.77,128.5,72.93
2008-06-03,879.25,16.63,126.28,73.24
2008-06-04,883.5,16.49,121.72,73.42
2008-06-05,878.75,16.51,122.36,73.04
2008-06-06,890.5,16.95,132.81,72.39
2008-06-07,890.5,17.44,132.81,72.39
2008-06-09,896.25,17.32,134.43,72.85
2008-06-10,878.0,16.86,135.24,73.7
2008-06-11,876.25,16.4,134.52,73.21
2008-06-12,862.25,16.53,132.11,73.86
2008-06-13,866.0,16.32,134.29,74.15
2008-06-14,866.0,16.48,134.29,74.15
2008-06-16,888.25,16.3,133.9,73.61
2008-06-17,881.5,16.95,131.27,73.51
2008-06-18,887.5,16.9,129.12,73.44
2008-06-19,903.0,17.1,131.84,73.48
